CL	Count
TE-6_COSMIC	625
TE-8_COSMIC	482
TE-9_COSMIC	729
TGBC11TKB_COSMIC	2360
TGBC1TKB_COSMIC	426
TGBC24TKB_COSMIC	526
TGW_COSMIC	776
THP-1_COSMIC	393
TK10_COSMIC	435
TK_COSMIC	607
TMK-1_COSMIC	570
TOV-112D_COSMIC	161
TOV-21G_COSMIC	1454
TT2609-C02_COSMIC	381
TT_COSMIC	473
TUR_COSMIC	430
TYK-NU_COSMIC	533
U-118-MG_COSMIC	247
U-2-OS_COSMIC	384
U-266_COSMIC	476
U-698-M_COSMIC	456
U-87-MG_COSMIC	255
U-CH2_COSMIC	164
U031_COSMIC	253
U251_COSMIC	269
UACC-257_COSMIC	558
UACC-62_COSMIC	529
UACC-812_COSMIC	426
UACC-893_COSMIC	376
UDSCC2_COSMIC	406
UM-UC-3_COSMIC	405
UMC-11_COSMIC	489
UWB1_COSMIC	263
VA-ES-BJ_COSMIC	189
VAL_COSMIC	345
VCAP_COSMIC	234
VM-CUB-1_COSMIC	638
VMRC-LCD_COSMIC	921
VMRC-MELG_COSMIC	342
VMRC-RCW_COSMIC	282
VMRC-RCZ_COSMIC	263
WIL2-NS_COSMIC	495
WM-115_COSMIC	564
WM1552C_COSMIC	334
WM278_COSMIC	439
WM35_COSMIC	442
WM793B_COSMIC	782
WSU-DLCL2_COSMIC	331
WSU-NHL_COSMIC	1235
YAPC_COSMIC	402
YH-13_COSMIC	457
YKG-1_COSMIC	593
YMB-1-E_COSMIC	354
YT_COSMIC	875
ZR-75-30_COSMIC	608
